status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,
Satisfactory,validation-54,"If the user executes the lock function not during the lockdrop period, the retainer may be lost.",Remainder is reset in lock causing a loss to users,,Remainder is reset if locked outside of lockbox period,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L380,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L380,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379",validation-482,"DUPE-LockManager-006,DUPE-LockManager-025",
Satisfactory,validation-60,"If users migrate NFT, they may lose some of their unopened Munchables.",Remainder is reset in lock causing a loss to users,,Remainder is reset if locked during migrations (similar to losing it outside of lockbox periods),https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L393,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L361","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L393,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L361,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379",validation-482,"DUPE-LockManager-006,DUPE-LockManager-006,DUPE-LockManager-035",
Satisfactory,validation-275,Users locking with a duration of lockdrop days or more do not get minted MUNCH NFTs from remainder accumulation or whole deposits hence cannot earn points or claim MUNCH tokens,Remainder is reset in lock causing a loss to users,intended behaviour imo,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,validation-598,DUPE-LockManager-006,
Satisfactory,validation-329,"If the migrationManager calls lock to an address that has a non-zero remainder, this address will lose its accounted remainder",Remainder is reset in lock causing a loss to users,,Remainder is reset if locked during migrations (similar to losing it outside of lockbox periods),https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L393,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L361","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L393,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L361,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379",validation-482,"DUPE-LockManager-006,DUPE-LockManager-006,DUPE-LockManager-035",
Satisfactory,validation-197,"Incorrect calculation of the remainder, when the lockdrop hasn't opened, can prevent users from obtaining NFTs in the next lock.",Report is not clear.,,Remainder is reset if locked outside of lockbox period,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L389,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L389,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L379",validation-598,"DUPE-LockManager-006,DUPE-LockManager-036",
Satisfactory,validation-247,Stalemate Could Happen and No New Proposal Is Able to Be Made,Thresholds deadlocks. I would say this is admin error,,"Overinflated severity (edge case, but worth checking)",https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L133C9-L134C46,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L179,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L179,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L133C9-L134C46",validation-569,"DUPE-LockManager-003,DUPE-LockManager-007",
Satisfactory,validation-28,The PriceFeed can block the update of the price by creating a proposal immediately after the rejection of the previous one.,Trusted roles,,"Overinflated severity (edge case, but worth checking)",,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L157-L158,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L179,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L179,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L157-L158",validation-179,"DUPE-LockManager-003,DUPE-LockManager-026",
Satisfactory,validation-493,Use of payable.transfer and inability to specify a recipient will cause tokens to be locked forever if unlocker is a contract or multisig wallet,Use call instead of transfer,,Reported by bot M-2,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,validation-100,DUPE-LockManager-004,
Satisfactory,validation-30,Players ETH token could be locked forever in the contract,Use call instead of transfer,,Reported by bot M-2,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L420,validation-100,DUPE-LockManager-004,
Satisfactory,validation-555,Incorrect state change in `_lock` function allows user to steal tokens.,Users can drain tokesn by lockind and unlocking at specific times,,"unlock() doesn't subtract remainder, which can be reused to mint at a discount price",https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L380,,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L344-L380,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L416-L425","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L344-L380,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L416-L425",validation-75,"DUPE-LockManager-004,DUPE-LockManager-006",
Satisfactory,validation-284,Users can lock past the maximum locking duration,Users can lock more than the max allowed.,"no stated impact, state handling -> L",Users can extend lock > max lock (worth checking if intentional),https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L246C9-L247C47,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L265,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L381-L384,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L265,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L246C9-L247C47,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L381-L384",validation-511,"DUPE-LockManager-001,DUPE-LockManager-013,DUPE-LockManager-016",
Satisfactory,validation-385,Users with expired locks who haven't withdrawn their tokens will receive the same benefits as if their tokens are locked,Users still earns rewards after unlock period without unlocking again,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L401C4-L404C11,,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L461-L487,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L349-L371,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L410-L411","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L461-L487,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L349-L371,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L410-L411,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L401C4-L404C11",findings-50,"DUPE-LockManager-005,DUPE-LockManager-006,DUPE-LockManager-031,DUPE-LockManager-043",
Satisfactory,validation-337,A Price Feed address can vote against and in favor of the same proposal at the same time,Voters can disapprove and then approve due to lack of disapprovals check,valid,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L208","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-111,Missing a check,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L208","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-101,Double Voting Issue in USD Price Update Proposal Contract,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L252","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-503,A single Role.PriceFeed_X can both disapprove and approve the same proposal,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L253","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-558,PriceFeed role can disapprove and able to approve same proposal,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L213","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-211,approveUSDPrice() only checks for prior approve but not for disapprove,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L214","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-136,approveUSDPrice function allows authorized caller to call disapproveUSDPrice function then also call approveUSDPrice function,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L215","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-156,Anyone Can Disapprove and Then Approve,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L215","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-311,"approveUSDPrice function does not check if a user already disapproved a specific price already, leading to a user casting multiple votes on the same price proposal",Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L216","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-459,The approve/disapproveUsdPrice can be functioned unexpectedly,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L217","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-519,Disapprovals are not checked when approving price,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L219","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-82,"A PriceFeed role can disapprove and approve USD price at the same time, which should not be possible",Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L220","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-506,a proposal can be disapproved and then approved again,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L221","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-81,Proposal Approval/Disapproval Inconsistency,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L222","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-245,Users Can Disapprove and Then Approve Proposals,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L223","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-161,Missing check that proposal was not disapproved in the `approveUSDPrice()` function.,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L224","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-330,A price feed can disapprove and approve an USD price simultaneously,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L227","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-491,A User can Approve the proposed Price even though he has disapproved before and no decrement is done for disapprovalCounts.,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L228","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-524,Disapproved Proposal can still be approved,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L232","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-383,An oracle can still approve an USD price after it has already disapproved the price.,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L208","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-276,A Price Feed role can disapprove and approve a price on the same proposal due to a missing check,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L236","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-581,Missing validation for already disapproved proposal in approveUSDPrice function,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L238","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-39,Protocol allows a voter to vote both `for` & `against` the same proposal which not only goes against natural voting logic and would cause for wrong approvals/disapprovals since the `>= DISAPPROVE_THRESHOLD`& `>= APPROVE_THRESHOLD` checks would use inflated data,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L240","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-250,Missing disapproval check in `LockManager.sol::approveUSDPrice` allows simultaneous approval and disapproval of a price proposal,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L241","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-384,A PriceFeed is able to both approve and disapprove usd price,Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L243","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
Satisfactory,validation-231,"Pricefeed role users should not be allowed to approve prices after disapproving it, this leads to a single role holder filling up both sides of the proposal threshold.",Voters can disapprove and then approve due to lack of disapprovals check,,,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L207,"https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L177-L244","https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L191C9-L197C51,https://github.com/code-423n4/2024-05-munchables/blob/main/src/managers/LockManager.sol#L233",validation-150,"DUPE-LockManager-009,DUPE-LockManager-010",
